cleaned_tweet,sentiment
udaaah antusiiaaas bikin faktur di coretax tapi coretaxnya error muluuu wooilaaaah kerjaan gua ga cuma bikin faktur doang,negative
web coretax kayak tai sumpah,negative
tolol ni coretax abis dipuji langsung balik error tai abis emang ga boleh muji ni sistem laknat dipuji terbang selangit dicaci ga tumbang,negative
halo open jasa konsultan pajak pencatatan transaksi harian dari mutasi rekening lapor spt masa pph restitusi pajak keberatan pajak pembuatan laporan keuangan lapor spt langsung wa yang dibio ya ka jokipajak zonauang coretax,neutral
lah anjir lah udah seneng dpp tadi bener sekarang abis upload gua baru cek ulang bjir salah balik kayak kemaren kepotong x mana udah upload semua ah gila asli coretax bangsat,positive
noted with thanks untuk semua replynya memang harus lebih nrimo giat dalam menggunakan coretax kirain masih ada yg bisa lewat djponline selamat hari sabtu kakak kakak,neutral
memang gabisa kak harus di coretax kalo eror harus di coba terus sampai bisa wkwk,negative
pakai coretax kak sdh coba solusi yg kakak berikan masih saved invalid statusnya,neutral
eh seru bgt ngomongin bobroknya coretax sama si papa kek gong bgt aplikasi tergajelas ngapa dipake,positive
hallo open jasa konsultan pajak lapor spt tahunan orang pribadi umkm pt cv perhitungan pajak kalkulasi pph bukti potong tanggapan sp dk pembuatan laporan keuangan langsung wa yang dibio ya ka jokipajak zonauang coretax,neutral
defisit fiskal yang direncanakan menyentuh sebenarnya akan lebih dari itu karena adanya hambatan penerimaan pajak negara akibat coretax hingga kini belum ada keterbukaan apbn atas masa januari dan februari untuk beberapa perusahaan menengah sudah melakukan,negative
sudah di coretax kak,neutral
help ini coretax emang lagi error apa gimana tapi cek twitter orang kayanya ga ada yang heboh ini aku doang apa gimana,negative
hilang cobaan dari coretax datang cobaan dari johnny suh,negative
masih sama kok tahun ini masih pake dpj online tahun depan mungkin baru ganti pake coretax,positive
haaii open jasa konsultan pajak pencatatan transaksi harian dari mutasi rekening lapor spt masa pph restitusi pajak keberatan pajak bukti potong wa yang dibio langsung ya ka jokipajak zonauang coretax,neutral
kak jadi formulir nppn tdk perlu dilampirkan di spt tahunan cukup ajukan via coretax aja,neutral
sejak covid rilis realisasi apbn selalu tepat waktu ini yg januari blm jg rilis why coretax maybe bikin data pendapatan pajak jd kacau balau bahaya sekali bagi negara saham dan rupiah bakal ambyarr jika benar tax revenue drop birokrat amsyonggg,negative
buat billingnya hrs lwt coretax eror coba bersihin cache cookie pake chrome mode incognito klo masih mentok ke kpp terkait biasanya komputer di helpdesk coretax nya lancar jaya,neutral
meanwhile orang dejepe ngasih bimtek coretax ke pemda pun masih meraba raba tp tukinnya gede hyahahahaha,negative
udah bulan maret tp coretax bobroknya masih disitu situ aja,negative
gue gak pernah se stress ini sampe anak baru masuk ini harus kenal sama ceo dan ngobrol perkara fp dan coretax ya allah kuatkan hambaa padahal saya sudah pegang entitas,positive
pajak kami kami yang di pemda kerjaannya ngulik coretax mu yang sampah itu dikira bukan sebuah usaha untuk bantu negara kalau rasanya pemda ga turun tangan yaudah masukin tuh anak stan ke pemda pemda jadi bendahara atau verkeu,negative
halo mimin kring pajak mohom izin mau bertanya saya mau lapor pph namun saat klik lapor pph via coretax selalu muncul ini min mohon pencerahan a min,neutral
kenapa faktur pajak masukan dan keluaran yang sdh dibuat dan approved di bulan januari tidak muncul di e faktur di coretax,neutral
hi all kami menawarkan jasa konsultan pajak freelance menangani keperluan setting coretax administrasi perpajakan perhitungan spt masa dan tahunan perhitungan spt badan dan op pelaporan spt pendampingan dan keperluan sp dk administrasi pajak lainnya zonauang,neutral
hello saya mau buat ebilling lewat djponline tapi tahunnya ga ada pilihan paling mentok sudah coba jg dgn kode pajak lain sama ada solusi selain coretax karena itu lebih parah eror ga bisa masuk,negative
komedi dalam hidup jadi pic coretax,neutral
semangat kita pejuang coretax,positive
rehat sejenak dr coretax dlu,negative
tolong dong mau batalin faktur keluaran udah hari gabisa coretax,negative
halo kami dapet stp atas pasal masa april tapi baru dapet surat tagihannya maret ini bikin e billing nya di coretax atau di yg lama soalnya di coretax saya cek belum muncul,neutral
klo ni akun muncul berarti lagi misuhin coretax di kring pajak wkwkwkkw,neutral
kabar gembira coretax dpp nya udah dibenerin skema impor udah bener hitungannya impor ulang hapus yg error kemarin mesti banget diomel in sampe rame baru dibenerin kocakkkk i will never stop criticizing your shit,positive
dari penjelasan aja sudah ada indikasi dampak dari efisiensi casn aja mungkin emphasized bisa digaji bulan oktober aja krn revisi anggaran di bulan terakhir t a belum lagi berita apbn kita ga kunjung rilis yg diduga tax revenue anjlok krn coretax,negative
jasa lapor coretax tengah malam spt tahunan pribadi spt tahunan badan spt pph spt pph pembuatan bukti potong pembuatan ebilling spt masa ppn zonauang pajak,neutral
ya allah mau bayar ppn januari ya allah coretax benerbener dah lu,negative
mamam tuh coretax mamam tuh mbg mamam tuh efesiensi,positive
kerja demi coretax,positive
hallo min ini akun djp datanya seperti email dan nomor hp tiba tiba berubah dan akun coretax tidak mau login padahal id pengguna dan pass nya udah benar tapi gagal terus itu kenapa ya,negative
kenapa w masih gak bisa buat kode billing padahal udah submit semua bupot coi lu yg bener elah coretax,negative
coretax danantara makan gratis menuju indonesia emas,neutral
pertanyaan itu kan sebenarnya lebih kepada gaji wahaiii pejabaat ngelesssnya ampuuun sekali yahhh bapak itu sumpaah ini parah banget keuangan negara gara coretax danantara dan mbg mana program nya jelek banget lagi astagaahh menghela nafas mulu saya padahal sama pns,negative
udah bulan maret dan si coretax coretax itu masih aja gabisa cetak billing pph menyala mega proyek t,negative
tiap hari ada aja gebrakan error baru dari coretax sekarang cetak pdf jadi lembar lagi padahal tadinya udah dijadiin lembar bener dah ini mah ga bakalan beres selamanya,negative
assalamualaikum coretax,neutral
ini saya br selese melakukan adegan dewasa di djp bukan coretax,negative
biar yg apbn dinikmati kursi atas aja y bu makin kesini kok gw ilang rispek y ama blio ggra coretax ajg weeeee bu weeeeee,negative
min pada saat validasi phtb online melalui coretax bukti pembayaran tunai tidak muncul pada saat pengisian alur kasus bgmna solusinya min,neutral
ini salah satu contoh coping mechanism menghadapi coretax ya kawan jangan ada yg nganggep serious,negative
mending lu perbaiki coretax deh suer capek bgt,negative
mesti di usut ini mah di diemin teh anteng aja masa udh bulan gini error terus t coretax yg seharusnya jalan tanpa hambatan harusnya di kaji dulu di taun ini main pake aja,negative
coretax tolol kalo session kadaluarsa kudunya auto logout kocak bukannya malah ngefreeze,negative
coretax mu kek anjing,negative
coretax kalau pribadi masih pakai djponline kok,neutral
kmrn coba pembetulan spt pph nya malah nambah saldo lebih bayar nya di coretax tolong itu gmna ya,negative
heyyo open jasa konsultan pajak restitusi pajak lapor spt tahunan orang pribadi umkm pt cv perhitungan pajak kalkulasi pph pencatatan transaksi harian dari mutasi rekening pembuatan laporan keuangan spt wa yang dibio ya ka jokipajak coretax zonauang,neutral
bpsdm provinsi kalimantan tengah turut serta dalam sosialisasi coretax untuk tingkatkan pemahaman pengelolaan pajak,neutral
min faktur pajak masukan di coretax bisa bulan kedepan kan tadi saya coba kreditkan pm januari ke febuari kok tidak bisa tetep masuk ke masa januari bagaimana cara memilih pengkreditan ke febuari soalnya pas saya kreditkan langsung otomatis ke masa januari,negative
testi maret pengeditan status dari nonaktif jadi aktif dan aktivasi npwp zonauang npwpaktif coretax pajak,neutral
testi maret pembuatan npwp kakanya bikin npwp suami istri bikinnpwp coretax zonauang,neutral
gmn yg coretax wkkwk it bikin aplikasi gagal jalan terus jelasin ke dirut pak maaf aplikasi ga bisa d pake client klo mo pake harus ngoding sendiri dan klo perlu kita buatin aplikasi convert nya apa ga d pecat itu it nah ini negara yg ngelakuin,negative
capee sama coretax dari pagi sampai malam kenapa eror eror mulu sih,negative
spt lembaga done aktivasi di coretax done,neutral
iya paling nanti terbit siang sore nunggu pembayaran tgl maret hasil pengunduran akibat coretax,neutral
aku dah di tahap mual bgt liat coretax,negative
thx kak infonya kemarin sudah diinfokan melalui email nanti mau coba utk aktivasi melalui coretax,neutral
anjiiiirrrr semenjak coretax gw jadi lebih bitter,positive
ku kira aku gk bakal pke coretax ternyata make juga,negative
yuhu open jasa konsultan pajak lapor spt masa pph pembuatan laporan keuangan tanggapan sp dk keberatan pajak bukti potong wa yang dibio ya ka jokipajak coretax zonauang,neutral
tolong ajakin aku bukber please yang makanannya enak tempat nyaman ada ac nggak terlalu rame ciwi ciwi ku sibuk dengan suami dan ada yang sibuk masalah kerjaan serta coretax sisanya lagi sibuk traveling sedikit nyesel nggak ikut traveling,negative
udah malam tapi masih tetap disini tolong kerja sama nya ya coretax,neutral
ya gusti ini coretax bapuk banget anjerrrr dh gajelas,negative
jadi coretax ancur masuk rencana jg bang klo coretax ancur dampaknya apa,negative
coretax itu apa gak bs dibilang korupsinya orang pajak,negative
yaallah sehat sehat diriku maret sampai mei ini beneran semuanya numpuk di bulan ini starting audit ye belum lagi bantuin anak anak kantor lapor spt ngurusin pajak badan si coretax yang masih ada aja masalahnya belum lagi bod minta fs jan feb,negative
haaii open jasa konsultan pajak bukti potong restitusi pajak lapor spt tahunan orang pribadi umkm pt cv lapor spt masa pph pembuatan laporan keuangan wa yang dibio ya ka jokipajak coretax zonauang,neutral
min saya bingung ini faktur keluaran saya dan faktur masukan saya hari ini berubah yang bulan januari itungan excel aplikasi saya sama coretax jadi beda banget ini gimana solusi nya saya belum berani lapor jadi nya,negative
bestie dikantor mbak aku kangen pengen cerita ina itu ke kamu tp kamu sibuk mulu ga enak aku maaf ya jd jarang ngobrol atau kumpul selama ni coretax masih kek setan aku ga bisa kaya dlu lg dia bener ngerubah hari aku,negative
kata tmn kantor buk sebelumnya maaf ya muka ibu suram bgt bu ku jawab gmna ga suram hampir bulan ini ngadepin coretax jam tidur ga teratur dirumah tetep kerja blm lg ngadepin todler yg lg aktif nya gak tipes aja alhamdullilah,negative
pengusaha ya makanya pake coretax,neutral
iya padahal udah minggu harusnya udah bisa handle coretax,neutral
sama sprt coretax penghambat penerimaan pajak dan penyelewengan efisiensi,negative
halo min saya mau pbk pph di coretax kenapa tdk muncul pilihan pajak yg mau di pbk ya atau bisa diberi panduan yg bisa diikuti terima kasih,neutral
ketentuan penggunaan npwp nik saat pembuatan bupot di coretax djp renjanimengabdi,neutral
cape bngt ngerjain coretax tpi dijegal djp sendiri,negative
solusi mengatasi kesulitan login di coretax djp renjanimengabdi,neutral
hay open jasa konsultan pajak pencatatan transaksi harian dari mutasi rekening restitusi pajak lapor spt tahunan orang pribadi umkm pt cv lapor spt masa pph pembuatan laporan keuangan wa yang dibio ya ka jokipajak coretax zonauang,neutral
kak saya sudah update data lewat coretax tapi di djp kok masih sama ya verifikasi loginnya masih ke email lama,negative
brarti harus bikin coretax dlu ya,neutral
sibuk benerin coretax sibuk nerima gratifikasi,negative
mau konsultasi mengenai coretax bingung dengan pencatatan keuangan perusahaanmu mau urus npwp coretax sertel yuk langsung hubungin kami solusi terpercaya zonauang,neutral
ini kenapa deh coretax padahal udah muncul nominalnya tapi ngga bisa upload,negative
baca kriteria lengkap dalam penghapusan sanksi nya di artikel ini,neutral
penting penghapusan sanksi coretax oleh djp direktorat jenderal pajak djp resmi menghapus sanksi administrasi terkait implementasi sistem coretax ini dilakukan sebagai respons atas kendala teknis yang dialami wajib pajak selama masa transisi,neutral
halo kak npw pemotong yg dicantumkan pada file xml untuk bukti potong pegawai tetap di coretax itu npwp pemotong atas nama perusahaan atau direktur ya,neutral
sudah konfirmasi ke pembeli di coretax pembeli sama aja kosongan isinya gimana ya sudah hari ada puluhan faktur yang begini,neutral
capek bangettt gue sama coretax busuk lo itu,negative
hai min sy tdk bisa simpan konsep pajak keluaran ada masalah kah coretax nya saat ini,neutral
misi min mau nanya kemarin saya ada terima fisik faktur pajak dari supplier hari ini mau saya kreditkan waktu dicek di coretax kok data nomor faktur tersebut tidak muncul ya saya cek barcode nya bisa kebaca dan sesuai loh,negative
hai kak mohon maaf atas ketidaknyamanannya jika berkenan error pada coretax djp dapat dilaporkan melalui sistem melati untuk dibuatkan tiket permasalahan melalui helpdesk kpp atau layanan kring pajak telepon kring pajak atau livechat dengan memberikan informasi,neutral
coretax gabisa save konsep fp keluaran kah dr kemaren alllahuakbarr takbir,negative
hai kak secara umum terkait kendala validasi foto pada saat aktivasi akun coretax mohon dipastikan bahwa pose dan raut wajah mirip dengan foto yang ada di ktp misalnya jika foto ktp tidak berkacamata namun saat ini berkacamata maka mohon untuk disesuaikan mohon pastikan,neutral
sama persis sampai sekarang masih belum bisa tambah kacau luar biasa coretax ini bulan hari masih belum stabil,negative
